end_station_name,end_lat,end_lng,casual_stops,percent_of_casual_stops
Central Park Ave & Ohio St,41.89187546842104,-87.71641120789475,64,0.0035713847263035836
Long Ave & Irving Park Rd,41.95300999999997,-87.76214,64,0.0035713847263035836
State St & 79th St,41.750794,-87.62442400000002,63,0.0035155818399550897
Wellington Ave & Mulligan Ave,41.93472999999999,-87.78436,63,0.0035155818399550897
Monitor Ave & Division St,41.90191999999999,-87.77178000000002,63,0.0035155818399550897
Nordica Ave & Medill Ave,41.92227000000002,-87.80202000000003,63,0.0035155818399550897
State St & 45th St,41.81313,-87.62584999999997,63,0.0035155818399550897
Public Rack - Wabash Ave & Chicago Ave,41.89678901999997,-87.62644291000004,63,0.0035155818399550897
Public Rack - Spaulding Ave & Evergreen Ave,41.90531699999999,-87.70952099999992,63,0.0035155818399550897
Spaulding Ave & 63rd,41.7791655,-87.70563919999998,62,0.003459778953606596
California Ave & 71st St,41.764748000000026,-87.69312099999996,62,0.003459778953606596
Lamon Ave & Armitage Ave,41.91676,-87.749458,62,0.003459778953606596
Halsted St & 104th St,41.70513978893235,-87.6424241065979,62,0.003459778953606596
Public Rack - Cicero Ave & Belle Plaine Ave,41.955625000000005,-87.74751699999997,62,0.003459778953606596
Long & Irving Park,41.95303800000001,-87.76216319999997,61,0.0034039760672581027
Public Rack - Wabash Ave & Balbo Dr,41.87318755999999,-87.62619832000001,61,0.0034039760672581027
Meade Ave & Diversey Ave,41.930859999999996,-87.77845000000002,61,0.0034039760672581027
Halsted St & 63rd St,41.77938114228001,-87.6446208145,61,0.0034039760672581027
Public Rack - Champlain Ave & 65th St,41.775904,-87.60930100000002,61,0.0034039760672581027
Cicero Ave & Lake St,41.886841,-87.74526100000001,60,0.0033481731809096096
Baltimore Ave & 133rd St,41.65349,-87.54703,60,0.0033481731809096096
State St & 54th St,41.79664200000001,-87.62592300000004,60,0.0033481731809096096
Mayfield Ave & Roosevelt Rd,41.86568999999999,-87.77176,60,0.0033481731809096096
Kildare Ave & 47th St,41.80761999999999,-87.73084,60,0.0033481731809096096
California Ave & 26th St,41.843679914576505,-87.69496858119965,60,0.0033481731809096096
Washtenaw Ave & Peterson Ave,41.990680729613736,-87.69706759656657,60,0.0033481731809096096
Central Ave & Roscoe St,41.942275,-87.76694999999998,59,0.003292370294561116
Wabash Ave & 49th St,41.805809999999994,-87.6245,59,0.003292370294561116
Kenmore Ave & School St,41.94166000000004,-87.65560000000004,59,0.003292370294561116
Washington Blvd & Peoria St Public Rack,41.88304299999998,-87.64993099999995,59,0.003292370294561116
Marmora Ave & Belmont Ave,41.938283917241385,-87.77449119310347,59,0.003292370294561116
Francisco Ave & Hollywood Ave,41.9845826440678,-87.70158111016949,59,0.003292370294561116
Greenwood Ave & 97th St,41.7187031547574,-87.59703576564789,58,0.003236567408212622
Pulaski Rd & Ann Lurie Pl,41.816440000000014,-87.72479999999997,58,0.003236567408212622
Lawndale Ave & 59th St,41.78637999999999,-87.71569999999998,58,0.003236567408212622
Western Ave & 101st St,41.71010999999999,-87.68198,58,0.003236567408212622
Le Mai Ave & Devon Ave,41.99721999999999,-87.75687000000002,58,0.003236567408212622
Elizabeth St & 47th St,41.80839,-87.656526,58,0.003236567408212622
Kedzie Ave & 83rd St,41.742523,-87.70227900000002,58,0.003236567408212622
Grace/Sheffield,41.95119999999998,-87.65459999999992,58,0.003236567408212622
Damen Ave & 87th St,41.73604400000001,-87.672861,57,0.0031807645218641287
Halsted St & 59th St,41.787539,-87.64487399999999,57,0.0031807645218641287
Oketo Ave & Addison St,41.94496,-87.81188999999998,57,0.0031807645218641287
Yates Blvd & 75th St,41.75876800000002,-87.56644000000001,57,0.0031807645218641287
Kildare Ave & Chicago Ave,41.8954357,-87.7334818,57,0.0031807645218641287
Central Ave & Madison St,41.88012100000002,-87.763238,57,0.0031807645218641287
Public Rack - Wells St & Lake St,41.88566760999997,-87.63375584999996,57,0.0031807645218641287
LaSalle St & Washington St Corral N,41.882880000000064,-87.63250999999984,56,0.0031249616355156352
Overhill Ave & Belmont Ave,41.937990000000006,-87.81915000000002,56,0.0031249616355156352
Larrabee St & Chicago Ave,41.896769999999954,-87.63860000000014,55,0.003069158749167142
Kenneth Ave & 50th St,41.8023131027027,-87.7344078675676,55,0.003069158749167142
Public Rack - Milwaukee Ave & Diversey Ave,41.931230000000006,-87.71150099999991,55,0.003069158749167142
Public Rack - Lowell Ave & Elston Ave,41.96614,-87.737,55,0.003069158749167142
Public Rack - Rockwell St & Chicago Ave,41.89585499999999,-87.69185699999997,55,0.003069158749167142
Public Rack - Kostner Ave & Armitage Ave,41.91721099999999,-87.73613600000002,55,0.003069158749167142
Kedzie Ave & Redfield Dr,41.765229999999995,-87.70316000000001,54,0.0030133558628186487
Public Rack - Harold Washington Park,41.80108900000001,-87.58479100000004,54,0.0030133558628186487
Oglesby Ave & 100th St,41.713397484422444,-87.56584167480469,54,0.0030133558628186487
Damen Ave & 59th St,41.785861065132,-87.67414391040802,54,0.0030133558628186487
Racine Ave & Garfield Blvd,41.794228,-87.65507299999999,54,0.0030133558628186487
Vincennes Ave & 95th St,41.721260000000015,-87.65005,53,0.0029575529764701547
Bernard St & Peterson Ave,41.990439299999984,-87.715236,53,0.0029575529764701547
Dauphin Ave & 103rd St,41.70725036778181,-87.60766267776489,53,0.0029575529764701547
Public Rack - Racine Ave & Armitage Ave,41.91814969000003,-87.65830299000002,53,0.0029575529764701547
Phillips Ave & 83rd St,41.744531000000016,-87.56505999999997,53,0.0029575529764701547
Commercial Ave & 83rd St,41.744615,-87.551208,53,0.0029575529764701547
Halsted St & 78th St,41.75248701249014,-87.6439021574879,53,0.0029575529764701547
Ping Tom Park East Public Rack,41.857988600000006,-87.6319447,53,0.0029575529764701547
Michigan Ave & 105th St,41.70346000000001,-87.62036999999998,53,0.0029575529764701547
Ewing Ave & 98th St,41.71781,-87.53504,53,0.0029575529764701547
Halsted St & 93rd St,41.72489,-87.64357999999999,52,0.0029017500901216617
Maplewood Ave & 59th St,41.7863343382353,-87.68743294999997,52,0.0029017500901216617
Eggleston Ave & 111th St,41.69254,-87.63374000000003,52,0.0029017500901216617
Mozart St & 79th St,41.74970200000001,-87.693917,52,0.0029017500901216617
Aberdeen St & 103rd St,41.70703999999998,-87.65022000000005,52,0.0029017500901216617
Ashland Ave & Garfield Blvd,41.792822,-87.66442900000001,51,0.002845947203773168
Kedzie Ave & Harrison St,41.87359967461999,-87.70487074930001,51,0.002845947203773168
Kedvale Ave & Peterson Ave,41.99007619999999,-87.73170729999998,51,0.002845947203773168
Nagle Ave & Belmont Ave,41.93852,-87.78735000000002,51,0.002845947203773168
Public Rack - Jonathan Y Scammon Public School,41.941612000000035,-87.732372,51,0.002845947203773168
Augusta Blvd & Laramie Ave,41.8986607,-87.75545510000002,50,0.0027901443174246743
Baltimore Ave & 87th St,41.737335600416685,-87.54851460456847,50,0.0027901443174246743
Wentworth Ave & 107th St,41.699889999999996,-87.62784999999998,50,0.0027901443174246743
Public Rack - Trader Joe's Clybourn Ave,41.91467859000007,-87.65491579999988,50,0.0027901443174246743
Eggleston Ave & 69th St,41.76889799999999,-87.63587600000002,50,0.0027901443174246743
Eberhart Ave & 91st St,41.729285157254864,-87.6110315322876,50,0.0027901443174246743
Dauphin Ave & 87th St,41.73648000000001,-87.60125200000002,50,0.0027901443174246743
Racine Ave & 65th St,41.775392999999994,-87.65430799999999,49,0.002734341431076181
Clark/Racine,41.95049999999997,-87.6593,49,0.002734341431076181
Cottage Grove Ave & 71st St,41.76571903696999,-87.604959713,49,0.002734341431076181
Archer Ave & Homan Ave,41.81152999999999,-87.70885,48,0.0026785385447276873
Throop St & 52nd St,41.79965899999999,-87.65719499999999,48,0.0026785385447276873
Scottsdale Park,41.741966,-87.736179,48,0.0026785385447276873
Loomis Blvd & 84th St,41.741486528618054,-87.65841007232666,48,0.0026785385447276873
Cicero Ave & Quincy St,41.877613,-87.74540500000002,47,0.002622735658379194
Public Rack - Carpenter St & Madison St,41.88160620000003,-87.65351139999991,47,0.002622735658379194
St. Louis & 71st St,41.764354,-87.71012099999999,47,0.002622735658379194
Central Ave & Parker Ave,41.93017900793651,-87.76612112433864,47,0.002622735658379194
Public Rack - Wells St & Wacker Dr,41.886632669999976,-87.63405977999996,47,0.002622735658379194
Kildare Ave & Archer Ave,41.800400333333336,-87.730531,47,0.002622735658379194
Kildare Ave & 55th St,41.79332000000001,-87.73059000000002,47,0.002622735658379194
Central Park & Augusta Blvd,41.8989108,-87.71649010000004,46,0.0025669327720307007
Pulaski Rd & 54th St,41.79499,-87.72361,46,0.0025669327720307007
Sacramento Blvd & Fulton Ave,41.886528000000006,-87.70167000000001,46,0.0025669327720307007
Burley Ave & 85th St,41.741170000000004,-87.54518,46,0.0025669327720307007
Oriole Ave & Irving Park Rd,41.95224,-87.81697,46,0.0025669327720307007
Public Rack - Ogden Ave & Monroe St,41.88001377999996,-87.66761090999994,46,0.0025669327720307007
Mango Ave & Diversey Ave,41.9309625,-87.7698856,45,0.002511129885682207
Public Rack - Dearborn St & Jackson Ave,41.87802962,-87.62940127999995,45,0.002511129885682207
Public Rack - St Clair St & Ontario St,41.893664680000015,-87.6226649,45,0.002511129885682207
Homan Ave & Arthington Ave,41.869629999999994,-87.71054999999998,45,0.002511129885682207
Public Rack - Damen Ave & Division St,41.90328073,-87.67622970999999,45,0.002511129885682207
Public Rack - Clybourn Ave & Dickens Ave,41.91908084,-87.66107184999996,45,0.002511129885682207
Vincennes Ave & 79th St,41.75059999999999,-87.63408999999997,44,0.0024553269993337137
21st St & Pulaski Rd,41.85361349076191,-87.72466860101741,44,0.0024553269993337137
Avenue O & 134th St,41.65190268532079,-87.53955539376464,44,0.0024553269993337137
Mozart St & 55th St,41.793749999999996,-87.69472,44,0.0024553269993337137
Damen Ave & 77th St,41.75399814328985,-87.67338311864405,44,0.0024553269993337137
Lawndale Ave & 16th St,41.85916047755102,-87.7176951734694,43,0.00239952411298522
Lamon Ave & Chicago Ave,41.89501789999999,-87.74849859999996,43,0.00239952411298522
Ewing Ave & Burnham Greenway,41.70999,-87.53549999999997,43,0.00239952411298522
Cottage Grove Ave & 111th Pl,41.69170975847014,-87.61000156402588,43,0.00239952411298522
Hamlin Ave & 62nd Pl,41.779914266666665,-87.7178257866667,43,0.00239952411298522
Eggleston Ave & 115th St,41.68507,-87.63361,43,0.00239952411298522
Artesian Ave & Marquette Rd,41.77203,-87.684637,43,0.00239952411298522
Public Rack - Emerald Ave & 43rd St,41.816430000000004,-87.64475399999998,43,0.00239952411298522
Greenwood Ave & 79th St,41.75129,-87.59760000000003,43,0.00239952411298522
Sacramento Ave & 25th St,41.846549510204085,-87.70013105102039,43,0.00239952411298522
Vernon Ave & 107th St,41.70012137923888,-87.61225998401642,42,0.0023437212266367267
Lavergne Ave & 46th St,41.809340000000006,-87.74783092093023,42,0.0023437212266367267
Public Rack - Lawndale Ave & Diversey Ave,41.93170199999999,-87.71925400000002,42,0.0023437212266367267
Public Rack - Spaulding Ave & North Ave,41.910138,-87.70955299999999,42,0.0023437212266367267
Halsted St & 119th St,41.67764,-87.64174000000001,42,0.0023437212266367267
Calumet Ave & 71st St,41.765508005810005,-87.61691792500002,41,0.0022879183402882333
Ashland Ave & 66th St,41.77407399999999,-87.663815,41,0.0022879183402882333
Central Ave & Chicago Ave,41.89495474666666,-87.76491331999998,41,0.0022879183402882333
Public Rack - Hamlin Ave & Montrose Ave,41.96121600000001,-87.72241599999997,41,0.0022879183402882333
Public Rack - Orleans St & Grand Ave,41.89164251000007,-87.63679676999989,41,0.0022879183402882333
Kildare Ave & Division St,41.902393000000004,-87.73359799999999,40,0.0022321154539397393
Kildare Ave & 26th St,41.84437325131325,-87.73249769888325,40,0.0022321154539397393
Sacramento Ave & 51st St,41.80068,-87.69894999999998,40,0.0022321154539397393
Public Rack - Karlov Ave & Kamerling Ave,41.905621,-87.728636,40,0.0022321154539397393
Public Rack - DuSable Lake Shore Dr & Ontario St,41.89434697000001,-87.61569137,40,0.0022321154539397393
Archer Ave & 43rd St,41.81549102499999,-87.70243248461537,40,0.0022321154539397393
Hamilton Park,41.76252,-87.63734000000002,40,0.0022321154539397393
Eggleston Ave & 92nd St,41.727575659299575,-87.63482809066771,40,0.0022321154539397393
Springfield Ave & 71st St,41.764484,-87.720028,40,0.0022321154539397393
Cicero Ave & Wellington Ave,41.93514999999999,-87.74636000000002,40,0.0022321154539397393
Hastings LWS,41.863516400000044,-87.67974849999996,40,0.0022321154539397393
Halsted St & 96th St,41.719712183618846,-87.6430195569992,40,0.0022321154539397393
Milwaukee & Fullerton,41.92469000000003,-87.70059999999998,39,0.0021763125675912463
Springfield Ave & 80th St,41.74763,-87.71945,39,0.0021763125675912463
Ashland Ave & 78th St,41.75220484941116,-87.66369938850403,39,0.0021763125675912463
Tripp Ave & 31st St,41.83696599999999,-87.73050200000003,39,0.0021763125675912463
State St & 111th St,41.69251000000001,-87.62287000000002,39,0.0021763125675912463
Kedzie Ave & 66th Pl,41.77258400000001,-87.70300700000001,39,0.0021763125675912463
Cicero Ave & Flournoy St,41.87213100000002,-87.74661899999997,39,0.0021763125675912463
Narragansett Ave & School St,41.94012580645161,-87.78648043548387,39,0.0021763125675912463
Laflin St & 115th St,41.68498999999999,-87.65990999999998,38,0.0021205096812427523
Halsted St & 56th St,41.79292964599,-87.6449900565,38,0.0021205096812427523
St Louis Ave & 59th St,41.78589,-87.71056999999998,38,0.0021205096812427523
Homewood Ave & 115th St,41.684595072026184,-87.67070800065994,38,0.0021205096812427523
East End Ave & 87th St,41.73681521440671,-87.58280128240585,38,0.0021205096812427523
Lamon Ave & 47th St,41.80781,-87.74569,38,0.0021205096812427523
Kedzie Ave & 110th St,41.692394745875575,-87.70096063613892,38,0.0021205096812427523
Public Rack - South Shore Dr & 71st St,41.766206,-87.56278900000002,38,0.0021205096812427523
Oconto Ave & Belmont Ave,41.93783,-87.80788,38,0.0021205096812427523
Ewing Ave & 97th St,41.719820000000006,-87.53542000000003,38,0.0021205096812427523
Public Rack - Avers Ave & Irving Park Rd,41.953789000000015,-87.72416100000002,38,0.0021205096812427523
St Louis Ave & 51st St,41.80095000000001,-87.71104000000001,37,0.0020647067948942593
Ashland Ave & 74th St,41.75923602425868,-87.66347408294678,37,0.0020647067948942593
Kenmore Ave & Catalpa Ave,41.982030000000044,-87.65653000000015,37,0.0020647067948942593
Major Taylor Trail & 115th St,41.68493159519295,-87.6452887058258,37,0.0020647067948942593
[Archived] Wilton Ave & Diversey Pkwy,41.932418000000006,-87.65270500000007,37,0.0020647067948942593
Public Rack - Langley Ave & Oakwood Blvd,41.822838999999995,-87.60952499999999,37,0.0020647067948942593
Stony Island Ave & 90th St,41.731394943302355,-87.58574366569519,37,0.0020647067948942593
Komensky Ave & 47th St,41.80769000000001,-87.72472000000002,37,0.0020647067948942593
Seeley Ave & Garfield Blvd,41.794087000000005,-87.675478,37,0.0020647067948942593
Ashland Ave & 63rd St,41.779374,-87.66484299999999,37,0.0020647067948942593
Olive Harvey College,41.709581135262546,-87.59023368358612,36,0.0020089039085457658
Kostner Ave & Lake St,41.885928,-87.73541000000002,36,0.0020089039085457658
Cottage Grove Ave & 78th St,41.75317399999998,-87.60502600000001,36,0.0020089039085457658
Doty Ave & 111th St,41.69501044938143,-87.59871482849121,36,0.0020089039085457658
Hegewisch Metra Station,41.64850076266408,-87.54608988761902,36,0.0020089039085457658
Pulaski Rd & 75th St,41.75725,-87.72246999999999,36,0.0020089039085457658
Granville Ave & Pulaski Rd,41.9924402,-87.72890720000002,36,0.0020089039085457658
California Ave & 16th St,41.85926000000001,-87.69549999999992,35,0.0019531010221972723
Public Rack - Western Blvd & 49th St,41.80478,-87.683749,35,0.0019531010221972723
Vernon Ave & 79th St,41.75094,-87.61378999999997,35,0.0019531010221972723
Laramie Ave & Madison St,41.88020699999999,-87.75533700000003,35,0.0019531010221972723
State St & 123rd St,41.6706438368798,-87.62258648872375,35,0.0019531010221972723
Avers Ave & 16th St,41.85909,-87.72121,35,0.0019531010221972723
Public Rack - Desplaines St & Fulton St,41.88689240000002,-87.64341688000002,35,0.0019531010221972723
Public Rack - Eberhart Ave & 61st St,41.783745,-87.612919,34,0.0018972981358487786
Public Rack - Morgan St & Madison St,41.881789839999946,-87.65178052999998,34,0.0018972981358487786
Tripp Ave & 15th St,41.86077000000001,-87.73135999999998,34,0.0018972981358487786
Public Rack - Wells St & Ontario St,41.89338453999998,-87.63401971999998,34,0.0018972981358487786
Torrence Ave & 126th Pl,41.66631200825726,-87.55721569061278,34,0.0018972981358487786
Wentworth Ave & 92nd St,41.72713999999999,-87.62886000000002,34,0.0018972981358487786
Public Rack - Wacker Dr & Adams St,41.87941640999998,-87.63719314999994,34,0.0018972981358487786
Public Rack - Austin Blvd & North Ave,41.909281,-87.77561299999999,34,0.0018972981358487786
Karlov Ave & Madison St,41.88085,-87.727907,34,0.0018972981358487786
Racine Ave & 115th St,41.68476,-87.65196,34,0.0018972981358487786
Avenue O & 118th St,41.68100145911039,-87.5379312226869,34,0.0018972981358487786
Yates Blvd & 93rd St,41.726166390245105,-87.5662761926651,33,0.001841495249500285
Commercial Ave & 90th St,41.73183687272728,-87.55216160909092,33,0.001841495249500285
Public Rack - Wells St & Monroe St,41.8806039,-87.63357567999998,33,0.001841495249500285
Central Ave & Harrison St,41.87299300000001,-87.76449900000001,33,0.001841495249500285
Wood St & 84th St,41.741192000000005,-87.66810599999998,33,0.001841495249500285
Archer Ave & 49th St,41.8042,-87.72081999999999,33,0.001841495249500285
Major Taylor Trail & 111th St,41.69211000000001,-87.6489,33,0.001841495249500285
Homan Ave & 77th St,41.75373999999999,-87.70751,33,0.001841495249500285
Vernon Ave & 75th St,41.75836100000001,-87.61413799999995,32,0.0017856923631517918
Throop St & 99th St,41.71414,-87.65470000000002,32,0.0017856923631517918
Public Rack - Kenton Ave & Palmer St,41.9206781,-87.7419523,32,0.0017856923631517918
Pulaski Rd & 68th St,41.769494854545464,-87.72284200000001,32,0.0017856923631517918
Hastings St Depot Public Rack,41.86351639999999,-87.67974850000002,31,0.001729889476803298
SCOOTERS CLASSIC - 2132 W Hubbard ST,41.88996749470834,-87.6801560819149,31,0.001729889476803298
Oak Park & Wellington,41.934586,-87.79596130000002,31,0.001729889476803298
Public Rack - Loomis St & Eleanor St,41.84450288000001,-87.66012478,31,0.001729889476803298
Komensky Ave & 31st St,41.83670468965517,-87.7256405862069,31,0.001729889476803298
Public Rack - Ashland Orange Line CTA,41.83922899000001,-87.66564109999997,31,0.001729889476803298
Halsted St & 111th St,41.692262555891666,-87.64261186122894,31,0.001729889476803298
Public Rack - Leamington & Elston,41.977894,-87.75631500000001,31,0.001729889476803298
Halsted St & 123rd St,41.67096,-87.64154,30,0.0016740865904548048
Public Rack - Lake Shore Dr & Hayes Dr,41.78058099999999,-87.57456199999997,30,0.0016740865904548048
Public Rack - Orleans St & Ontario St,41.89306681,-87.63873783000003,30,0.0016740865904548048
Franklin St & Monroe St Corral,41.88056000000003,-87.63524,30,0.0016740865904548048
Bennett Ave & 79th St,41.751785,-87.578496,30,0.0016740865904548048
Parnell Ave & 127th St,41.66338,-87.63428999999998,29,0.001618283704106311
Public Rack - Sheffield Ave & Belden Ave,41.92335973,-87.65362625999997,29,0.001618283704106311
Public Rack - Independence Blvd & Roosevelt,41.8662123,-87.7184969,29,0.001618283704106311
Long Ave & North Ave,41.9092147,-87.7609189,29,0.001618283704106311
Martin Luther King Dr & 87th St,41.73677,-87.61439,29,0.001618283704106311
Greenwood Ave & 91st St,41.72826426816273,-87.59729862213135,29,0.001618283704106311
W 103rd St & S Avers Ave,41.705846,-87.71707400000001,29,0.001618283704106311
Altgeld Gardens,41.65666552967373,-87.59880065917969,28,0.0015624808177578176
Harlem Ave & Grace St,41.94893999999999,-87.80683,28,0.0015624808177578176
Public Rack - Western Ave & Devon Ave,41.99757899999999,-87.68971300000001,28,0.0015624808177578176
Lake/Green Corral,41.8854698,-87.64856370000001,28,0.0015624808177578176
Paulina Ave & 87th St,41.73562900000001,-87.66552,28,0.0015624808177578176
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,41.983017399999994,-87.70969989999999,28,0.0015624808177578176
Stony Island Ave & 82nd St,41.746559000000005,-87.586005,28,0.0015624808177578176
Woodlawn Ave & 75th St,41.75916,-87.59578286666667,27,0.0015066779314093243
Public Rack - Sheffield Ave & Dickens Ave,41.91999262000001,-87.65357154000002,27,0.0015066779314093243
Newcastle Ave & Irving Park Rd,41.95256,-87.79755,27,0.0015066779314093243
Western Ave & 79th St,41.750843,-87.682701,27,0.0015066779314093243
Western Ave & 62nd St,41.780982571428574,-87.68340077714286,27,0.0015066779314093243
Public Rack - Washtenaw Ave & Devon Ave,41.997764,-87.69722099999997,27,0.0015066779314093243
Michigan Ave & 71st St,41.765286,-87.62174800000001,27,0.0015066779314093243
Princeton Ave & 95th St,41.72174999999999,-87.63074999999999,26,0.0014508750450608308
Public Rack - Kimball Ave & Lawrence Ave,41.9679125,-87.71343529999999,26,0.0014508750450608308
Latrobe Ave & Chicago Ave,41.89480669354838,-87.75654153225805,26,0.0014508750450608308
Public Rack - Laramine Ave & Winnemac Ave,41.9718249,-87.75756229999998,26,0.0014508750450608308
Public Rack - Garfield Park Conservatory,41.886579999999995,-87.71664600000003,26,0.0014508750450608308
Oak Park Ave & Wellington Ave,41.93459000000001,-87.79585999999999,26,0.0014508750450608308
Pulaski Rd & 84th St,41.74040699999999,-87.72190700000002,26,0.0014508750450608308
Long Ave & Belden Ave,41.9227143125,-87.76095250000002,26,0.0014508750450608308
Public Rack - Oakley Blvd & Grand Ave,41.890651000000005,-87.68410299999996,26,0.0014508750450608308
Elizabeth St & 92nd St,41.726798963701185,-87.65429019927979,25,0.0013950721587123371
Central Park Ave & 66th St,41.773258,-87.713143,25,0.0013950721587123371
Public Rack - Greenwood Ave & Lake Park Ave,41.81737199999999,-87.59957599999998,25,0.0013950721587123371
Public Rack - Halsted St Metra Station,41.860435390000006,-87.64683101999996,25,0.0013950721587123371
Public Rack - Nagel & Higgins,41.976312,-87.78764,25,0.0013950721587123371
Public Rack - Milwaukee Ave & Culyer Ave,41.95468009999998,-87.74942349999999,25,0.0013950721587123371
Pulaski Rd & 60th Pl,41.78315,-87.72257,24,0.0013392692723638436
Kenton Ave & Madison St,41.88042,-87.74107999999998,24,0.0013392692723638436
Public Rack - Richard Daley College,41.75486,-87.72363999999999,24,0.0013392692723638436
Public Rack - Rockwell Ave & Touhy Ave ,42.01234399999999,-87.695383,24,0.0013392692723638436
St. Louis Ave & 59th St,41.78589,-87.71056999999999,24,0.0013392692723638436
Public Rack - Lafayette Ave & 95th St,41.721787,-87.62493900000001,24,0.0013392692723638436
Public Rack - Milwaukee Ave & School St,41.940647999999996,-87.726087,24,0.0013392692723638436
Kedzie Ave & 45th St,41.81139017647059,-87.70400229411763,23,0.0012834663860153504
Kedzie Ave & 73rd St,41.760703,-87.70229199999999,23,0.0012834663860153504
Public Rack - Leavitt St & Potomac Ave,41.904976000000005,-87.68205099999994,23,0.0012834663860153504
Public Rack - Milwaukee Ave & Higgins Ave,41.96859640000001,-87.76120919999997,23,0.0012834663860153504
Public Rack - Minuteman Park,41.785333,-87.76260149999997,23,0.0012834663860153504
Public Rack - Kimball Ave & Carmen Ave,41.973895999999996,-87.71329699999997,23,0.0012834663860153504
Public Rack - Wells St & Grand Ave,41.891033560000004,-87.63415517000006,23,0.0012834663860153504
Public Rack - Pulaski Rd & Fullerton Ave,41.924618,-87.727398,23,0.0012834663860153504
Public Rack - Oak Park & Higgins,41.97888799999999,-87.79623500000001,23,0.0012834663860153504
Major Ave & Bloomingdale Ave,41.91258790714286,-87.76873539285712,23,0.0012834663860153504
Monitor Ave & Fullerton Ave,41.92379,-87.77228,23,0.0012834663860153504
Loomis St & 95th St,41.72148,-87.65774000000003,23,0.0012834663860153504
Public Rack - Menard Ave & Dakin St - midblock,41.951732,-87.772005,23,0.0012834663860153504
Racine Ave & 57th St,41.78969688048338,-87.65469789505005,23,0.0012834663860153504
Public Rack - Prairie Ave & Garfield Blvd N,41.794808749999994,-87.61890696000003,23,0.0012834663860153504
Roscoe & Harlem,41.94160620000001,-87.80729640000001,22,0.0012276634996668569
Whipple St & Roosevelt Rd,41.86655255555555,-87.70149186111111,22,0.0012276634996668569
Homan Ave & 65th St,41.775157416666666,-87.70812345833333,22,0.0012276634996668569
Public Rack - Clark St & Oak St,41.90107054000003,-87.63147892999999,22,0.0012276634996668569
Central Park Ave & Augusta Blvd,41.898940000000024,-87.71648999999996,22,0.0012276634996668569
Artesian Ave & 71st St,41.764345,-87.68441700000001,22,0.0012276634996668569
Public Rack - Hoyne Ave & Walton St,41.898502,-87.67951999999997,21,0.0011718606133183634
Public Rack - Olmstead Ave & Oliphant Ave,42.0023112,-87.8170946,21,0.0011718606133183634
Public Rack - Hoyne Ave & Grand Ave,41.890918000000006,-87.67928800000003,21,0.0011718606133183634
South Chicago Ave & 83rd St,41.743921,-87.57522500000003,21,0.0011718606133183634
Public Rack - Keating & Peterson,41.99015899999999,-87.74718299999998,21,0.0011718606133183634
Public Rack - Centennial Park North,42.0485144,-87.67362840000001,21,0.0011718606133183634
State St & 127th St,41.66387999999999,-87.622,21,0.0011718606133183634
Public Rack - Clifton Ave & Webster Ave,41.92153608,-87.65719603999999,21,0.0011718606133183634
Karlov Ave & Fillmore St,41.86815000000001,-87.7276,21,0.0011718606133183634
Public Rack - Centennial Park South,42.046487899999995,-87.67323929999999,21,0.0011718606133183634
Public Rack - Burling Ave & Armitage Ave,41.91814107999997,-87.64714057999998,21,0.0011718606133183634
Constance Ave & 95th St,41.72229074095262,-87.57896840572357,21,0.0011718606133183634
May St & 69th St,41.768938000000006,-87.65293399999997,21,0.0011718606133183634
Harding Ave & 31st St,41.83672000000001,-87.72303,21,0.0011718606133183634
Rockwell St & 63rd St,41.77879017021277,-87.68858320000001,21,0.0011718606133183634
Public Rack - Central Ave & Lawrence Ave,41.96786410000001,-87.76759310000001,20,0.0011160577269698697
Public Rack - Touhy Ave & Oconto Ave,42.011773899999994,-87.80766459999998,20,0.0011160577269698697
MLK Jr Dr & 83rd St,41.743116,-87.6148,20,0.0011160577269698697
Mason Ave & Belmont Ave,41.938368200000006,-87.77250289999998,20,0.0011160577269698697
Public Rack - 532 E 43rd St,41.816846999999996,-87.613294,20,0.0011160577269698697
Parkside Ave & Armitage Ave,41.91690700000001,-87.76717299999999,20,0.0011160577269698697
Public Rack - Lockwood & Archer,41.796679999999995,-87.75516000000002,20,0.0011160577269698697
Public Rack - Wacker Dr & Madison St (East),41.88184658,-87.63650718999999,19,0.0010602548406213762
Troy Ave & 27th St,41.842650000000006,-87.70401,19,0.0010602548406213762
Public Rack - Lavergne Ave & Belle Plaine Ave,41.9553079,-87.75178779999999,19,0.0010602548406213762
Public Rack - Wacker Dr & Madison St (West),41.881991899999996,-87.63729758999999,19,0.0010602548406213762
Columbus Ave & 83rd Pl,41.74134600000001,-87.71369600000001,19,0.0010602548406213762
Marquette Ave & 89th St,41.73366879071473,-87.55834221839905,19,0.0010602548406213762
Racine Ave & 61st St,41.783189,-87.65437199999998,19,0.0010602548406213762
Public Rack - Clifton Ave & Armitage Ave,41.91800358,-87.65627483,19,0.0010602548406213762
Indiana Ave & 103rd St,41.70717027117757,-87.6184719800949,18,0.0010044519542728829
Public Rack - Milwaukee Ave & Warner Ave,41.9562591,-87.7507656,18,0.0010044519542728829
Wentworth Ave & 104th St,41.705307996998194,-87.62921690940857,18,0.0010044519542728829
Public Rack - Prairie Ave & 47th St ,41.80949700000001,-87.61899700000001,18,0.0010044519542728829
