end_station_name,end_lat,end_lng,member_stops,percent_of_member_stops
Public Rack - Damen Ave & Division St,41.90328073,-87.67622970999999,73,0.002218551650465668
Walden Pkwy & 100th St,41.712164103598035,-87.66773343086243,73,0.002218551650465668
Halsted St & 63rd St,41.779381142279995,-87.64462081450002,73,0.002218551650465668
Public Rack - Clark St & Oak St,41.90107054000003,-87.63147892999999,72,0.0021881605319661384
Artesian Ave & 55th St,41.79402000000001,-87.68577000000003,71,0.0021577694134666085
Leclaire Ave & Belmont Ave,41.939040999999996,-87.754197,71,0.0021577694134666085
Indiana Ave & 103rd St,41.70717027117756,-87.6184719800949,70,0.002127378294967079
Public Rack - Irving Park Rd & Leclaire Ave,41.953418,-87.75484099999998,70,0.002127378294967079
Stewart Ave & 83rd St,41.74371699999999,-87.63408799999998,70,0.002127378294967079
Public Rack - Rockwell St & Chicago Ave,41.89585499999999,-87.69185699999997,70,0.002127378294967079
Public Rack - Central Park & Peterson,41.990093,-87.71875300000002,69,0.002096987176467549
Public Rack - Southport Ave & Webster Ave,41.92155961000002,-87.66337145999994,69,0.002096987176467549
Addison/Racine,41.947299999999935,-87.65920000000004,68,0.0020665960579680192
Public Rack - Langley Ave & 49th St,41.805217999999996,-87.60907600000002,68,0.0020665960579680192
Marshfield Ave & 44th St,41.813878586387446,-87.66642879581154,68,0.0020665960579680192
Kildare Ave & Chicago Ave,41.89543569999999,-87.73348179999999,67,0.0020362049394684898
Public Rack - Leavitt St & Potomac Ave,41.904976000000005,-87.68205099999994,67,0.0020362049394684898
Public Rack - Evans Ave & 63rd St,41.78050600000001,-87.607519,67,0.0020362049394684898
Lamon Ave & Armitage Ave,41.91676,-87.74945799999999,67,0.0020362049394684898
Public Rack - Michigan Ave & Wacker Dr (North),41.88935705999997,-87.62397970999997,66,0.00200581382096896
Public Rack - Kenneth & Carmen,41.97264199999999,-87.73923899999998,66,0.00200581382096896
Public Rack - Kimball Ave & Lawrence Ave,41.967912500000004,-87.71343529999999,66,0.00200581382096896
Public Rack - Wells St & Monroe St,41.8806039,-87.63357567999998,66,0.00200581382096896
Kenmore Ave & Catalpa Ave,41.982030000000044,-87.65653000000015,65,0.0019754227024694304
Cumberland Ave & Catherine Ave,41.97731999999999,-87.83674000000003,65,0.0019754227024694304
Burnham Greenway & 112th St,41.691773851168335,-87.53043115139008,65,0.0019754227024694304
Sayre Ave & Diversey Ave,41.93098,-87.80106000000004,65,0.0019754227024694304
Ping Tom Park East Public Rack,41.857988600000006,-87.63194469999999,65,0.0019754227024694304
Phillips Ave & 83rd St,41.744531,-87.56505999999997,64,0.0019450315839699007
Overhill Ave & Belmont Ave,41.937990000000006,-87.81915000000001,64,0.0019450315839699007
Morgan St & Pershing Rd,41.823613,-87.65093099999999,64,0.0019450315839699007
Sacramento Blvd & Fulton St,41.88653,-87.70164999999999,64,0.0019450315839699007
Tripp Ave & 65th St,41.77491,-87.72883,64,0.0019450315839699007
Public Rack - Karlov Ave & Milwaukee Ave,41.942702000000004,-87.73001100000003,63,0.001914640465470371
Evans Ave & 75th St,41.758490000000016,-87.60641000000003,63,0.001914640465470371
Long Ave & Belmont Ave,41.938329999999986,-87.76166000000008,63,0.001914640465470371
Homan Ave & Fillmore St,41.8681132328767,-87.71091118219177,62,0.0018842493469708411
Public Rack - Wabash Ave & Chicago Ave,41.89678901999997,-87.62644291000004,62,0.0018842493469708411
Lawndale Ave & 59th St,41.786379999999994,-87.71569999999998,62,0.0018842493469708411
California Ave & 36th St,41.828098,-87.69468400000004,62,0.0018842493469708411
Public Rack - Western Ave & Jarvis Ave,42.01639800000001,-87.69037599999997,62,0.0018842493469708411
Public Rack - Milwaukee Ave & Higgins Ave,41.96859640000001,-87.76120919999997,62,0.0018842493469708411
Public Rack - Springfield Ave & Lawrence Ave,41.9683986,-87.72568729999999,62,0.0018842493469708411
Public Rack - Avers Ave & Irving Park Rd,41.95378900000001,-87.72416100000001,61,0.0018538582284713116
Avers Ave & 16th St,41.85909,-87.72121,61,0.0018538582284713116
Perry Ave & 69th St,41.76929308994999,-87.6281959291,61,0.0018538582284713116
Shabbona Park,41.9448,-87.79932000000002,60,0.0018234671099717817
Francisco Ave & 47th St,41.80849,-87.69673000000002,59,0.001793075991472252
Francisco Ave & Hollywood Ave,41.98458264406779,-87.70158111016949,59,0.001793075991472252
Public Rack - Peterson Park,41.97871,-87.75552,59,0.001793075991472252
Long Ave & Irving Park Rd,41.95300999999998,-87.76213999999999,59,0.001793075991472252
Major Ave & Addison St,41.94588168831169,-87.7705151298701,59,0.001793075991472252
Public Rack - Halsted St Metra Station,41.860435390000006,-87.64683101999996,58,0.0017626848729727226
Harding Ave & Division St,41.902345299999986,-87.72507440000001,58,0.0017626848729727226
Rockwell St & 57th St,41.790310000000005,-87.68888000000001,58,0.0017626848729727226
Lamon Ave & Chicago Ave,41.89501789999999,-87.74849859999996,57,0.0017322937544731927
Public Rack - Oakley Blvd & Grand Ave,41.890651000000005,-87.68410299999996,57,0.0017322937544731927
Granville Ave & Pulaski Rd,41.9924402,-87.72890720000002,57,0.0017322937544731927
Archer Ave & 49th St,41.8042,-87.72082,56,0.001701902635973663
Public Rack - Lawndale Ave & Diversey Ave,41.93170199999999,-87.719254,56,0.001701902635973663
Austin Blvd & Chicago Ave,41.89488699999998,-87.77470400000001,56,0.001701902635973663
Pulaski Rd & Lake St,41.885408999999996,-87.72649099999998,56,0.001701902635973663
Pulaski Rd & Congress Pkwy,41.87441021003816,-87.72609159350395,55,0.0016715115174741335
Steelworkers Park,41.737929999999984,-87.53090999999999,55,0.0016715115174741335
Sacramento Ave & 25th St,41.846549510204085,-87.70013105102039,55,0.0016715115174741335
Rockwell St & 47th St,41.808530000000005,-87.68942000000001,55,0.0016715115174741335
Kedzie Ave & Roosevelt Rd,41.86649278171999,-87.7064961757,55,0.0016715115174741335
MLK Jr Dr & 63rd St,41.780080636590014,-87.6159428567,55,0.0016715115174741335
Ashland Ave & 74th St,41.75923602425868,-87.66347408294678,54,0.0016411203989746036
Public Rack - Keystone Ave & North Ave,41.909623,-87.72795099999998,54,0.0016411203989746036
Public Rack - California Ave & Pershing Rd,41.822632000000006,-87.69502400000002,54,0.0016411203989746036
Public Rack - Bryn Mawr Ave & Spaulding Ave,41.98309259999999,-87.7115845,54,0.0016411203989746036
Laramie Ave & Kinzie St,41.88783199999999,-87.75552700000001,54,0.0016411203989746036
Hubbard St Depot,41.88977720000001,-87.68035099999999,54,0.0016411203989746036
Harding Ave & Chicago Ave,41.895312999999994,-87.72473799999997,54,0.0016411203989746036
Lake/Green Corral,41.8854698,-87.64856370000001,53,0.001610729280475074
Public Rack - Ogden Ave & Monroe St,41.88001377999996,-87.66761090999994,53,0.001610729280475074
Public Rack - Cicero Ave & Belle Plaine Ave,41.955625000000005,-87.74751699999997,53,0.001610729280475074
Public Rack - Milwaukee Ave & Kennedy Expy,41.9712722,-87.76388690000003,53,0.001610729280475074
Halsted St & 104th St,41.70513978893236,-87.6424241065979,53,0.001610729280475074
Wentworth Ave & 92nd St,41.72713999999999,-87.62886,52,0.0015803381619755444
Public Rack - Wacker Dr & Madison St (East),41.88184658,-87.63650718999999,52,0.0015803381619755444
NAVY PIER,41.892278,-87.61204299999987,52,0.0015803381619755444
Monticello Ave & Chicago Ave,41.89580999999999,-87.71763000000001,51,0.0015499470434760145
Public Rack - Wells St & Grand Ave,41.89103356000001,-87.63415517000006,51,0.0015499470434760145
Troy St & Jackson Blvd,41.877504999999985,-87.70485000000001,51,0.0015499470434760145
Public Rack - Nagel & Higgins,41.97631199999999,-87.78763999999998,50,0.0015195559249764849
Central Ave & Roscoe St,41.942275,-87.76694999999998,50,0.0015195559249764849
Grace/Sheffield,41.95119999999998,-87.65459999999992,50,0.0015195559249764849
Maplewood Ave & 59th St,41.786334338235285,-87.68743294999996,50,0.0015195559249764849
Public Rack - Western Ave & 92nd Pl,41.725538,-87.68196799999997,49,0.0014891648064769552
Public Rack - Woodlawn Ave & 63rd St S,41.779484,-87.59602799999999,49,0.0014891648064769552
Le Mai Ave & Devon Ave,41.99721999999999,-87.75687000000002,49,0.0014891648064769552
Dauphin Ave & 87th St,41.736480000000014,-87.601252,49,0.0014891648064769552
Kildare Ave & 26th St,41.84437325131326,-87.73249769888325,49,0.0014891648064769552
Public Rack - Burling Ave & Armitage Ave,41.91814107999997,-87.64714057999998,48,0.0014587736879774255
Public Rack - Forest Glen Station ,41.97870999999999,-87.75551999999999,48,0.0014587736879774255
Dan Ryan Woods & 83rd St,41.74280500000002,-87.68017700000004,47,0.0014283825694778958
Calumet Park,41.71370983035616,-87.53084421157837,47,0.0014283825694778958
St Louis Ave & 59th St,41.78589,-87.71056999999998,46,0.001397991450978366
Lavergne Ave & Division St,41.9021077,-87.75086980000002,46,0.001397991450978366
Public Rack - Kilpatrick & Elston,41.970023999999995,-87.74341000000003,46,0.001397991450978366
Commercial Ave & 97th St,41.71893,-87.55112000000001,46,0.001397991450978366
Pulaski Rd & 54th St,41.79499,-87.72361,45,0.0013676003324788364
Mulligan Ave & Archer Ave,41.79296,-87.78052,45,0.0013676003324788364
Baltimore Ave & 87th St,41.737335600416685,-87.54851460456847,45,0.0013676003324788364
State St & Pershing Rd,41.82301523798,-87.6265680185,45,0.0013676003324788364
Central Park Ave & Washington Blvd,41.882747600000016,-87.71539940000001,45,0.0013676003324788364
Central Ave & Wellington Ave,41.93490970000001,-87.7667718,45,0.0013676003324788364
Harlem Ave & Grace St,41.94894,-87.80683,45,0.0013676003324788364
Dauphin Ave & 103rd St,41.70725036778182,-87.60766267776489,45,0.0013676003324788364
Menard Ave & Milwaukee Ave,41.98139,-87.77331000000001,44,0.0013372092139793067
21st St & Pulaski Rd,41.853613490761916,-87.72466860101744,44,0.0013372092139793067
Public Rack - Wells St & Ontario St,41.89338453999997,-87.63401971999998,44,0.0013372092139793067
Narragansett Ave & North Ave,41.909499999999994,-87.78491000000001,44,0.0013372092139793067
Lawndale Ave & 30th St,41.83891240000001,-87.71689549999999,44,0.0013372092139793067
Wellington Ave & Mulligan Ave,41.93472999999998,-87.78436,44,0.0013372092139793067
Clark/Racine,41.95049999999997,-87.6593,43,0.001306818095479777
Laramie Ave & Addison St,41.94568419999999,-87.75693440000002,43,0.001306818095479777
Public Rack - St Louis Ave & Berteau Ave,41.958372999999995,-87.71568500000001,43,0.001306818095479777
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,41.9830174,-87.70969990000002,43,0.001306818095479777
Cicero Ave & Wellington Ave,41.93515,-87.74636,43,0.001306818095479777
Prospect Sq & 91st St,41.7282338,-87.66752390000005,43,0.001306818095479777
Kedzie Ave & Redfield Dr,41.76522999999998,-87.70316000000001,42,0.0012764269769802473
Hamlin Ave & Grand Ave,41.904032756581394,-87.7215620707054,42,0.0012764269769802473
Public Rack - Kenmore Ave & Armitage Ave,41.918211720000016,-87.65452851000005,42,0.0012764269769802473
Homan Ave & 26th St,41.84425,-87.70982999999998,42,0.0012764269769802473
Public Rack - Lawrence Ave & Kimball Ave,41.96827699999999,-87.71262900000002,42,0.0012764269769802473
Milwaukee & Fullerton,41.924690000000034,-87.7006,41,0.0012460358584807177
Public Rack - Avondale Ave & Addison St,41.94655,-87.719827,41,0.0012460358584807177
Public Rack - Spaulding Ave & Bryn Mawr Ave,41.982964,-87.711441,41,0.0012460358584807177
Kildare Ave & Archer Ave,41.80040033333334,-87.730531,40,0.0012156447399811878
Public Rack - Washington Park Ct & 51st St,41.802191699999995,-87.6151444,40,0.0012156447399811878
Kedzie Ave & 66th Pl,41.772583999999995,-87.70300700000001,40,0.0012156447399811878
Public Rack - Avers & Lawrence,41.96842,-87.72446000000001,40,0.0012156447399811878
Public Rack - Central Ave & Lawrence Ave,41.967864100000014,-87.76759309999998,40,0.0012156447399811878
Public Rack - Sawyer Ave & Lawrence Ave,41.9683,-87.709435,39,0.0011852536214816583
Narragansett Ave & McLean Ave,41.91590000000001,-87.78511,39,0.0011852536214816583
Public Rack - Milwaukee Ave & Catalpa Ave,41.97723130000001,-87.76897310000001,39,0.0011852536214816583
Martin Luther King Dr & 87th St,41.73676999999999,-87.61439,39,0.0011852536214816583
Lawler Ave & North Ave,41.90917540000001,-87.75225450000002,39,0.0011852536214816583
Public Rack - Lavergne Ave & Belle Plaine Ave,41.955307899999994,-87.7517878,39,0.0011852536214816583
Wabash Ave & 49th St,41.805809999999994,-87.62449999999997,39,0.0011852536214816583
Constance Ave & 95th St,41.72229074095262,-87.57896840572357,39,0.0011852536214816583
Public Rack - Wacker Dr & Madison St (West),41.881991899999996,-87.63729758999999,38,0.0011548625029821286
California Ave & Marquette Rd,41.771611,-87.69333099999999,38,0.0011548625029821286
Archer Ave & Homan Ave,41.811529999999976,-87.70885,38,0.0011548625029821286
Nagle Ave & Belmont Ave,41.93851999999999,-87.78735000000002,38,0.0011548625029821286
Public Rack - Hoyne Ave & Grand Ave,41.890918000000006,-87.67928800000003,38,0.0011548625029821286
State St & 76th St,41.756971,-87.624621,37,0.0011244713844825987
N Whipple St & Irving Park Rd,41.95418900000001,-87.70444799999997,37,0.0011244713844825987
Houston Ave & 92nd St,41.72820421535799,-87.54970014095306,37,0.0011244713844825987
Artesian Ave & 71st St,41.76434500000001,-87.68441699999998,37,0.0011244713844825987
Public Rack - Delphina & Foster,41.97359999999999,-87.84109800000002,37,0.0011244713844825987
Public Rack - Whipple St & 63rd St,41.77888,-87.69981099999998,36,0.0010940802659830692
Public Rack - St Clair St & Ontario St,41.89366468000002,-87.6226649,36,0.0010940802659830692
Latrobe Ave & Chicago Ave,41.89480669354838,-87.75654153225807,36,0.0010940802659830692
Public Rack - Peterson Ave & Drake Ave,41.99011900000001,-87.71733700000001,36,0.0010940802659830692
Public Rack - Minuteman Park,41.78533300000001,-87.76260150000002,36,0.0010940802659830692
Public Rack - Clifton Ave & Armitage Ave,41.91800358,-87.65627483,35,0.0010636891474835395
Wabash Ave & 83rd St,41.74335976225324,-87.62284398078917,35,0.0010636891474835395
Vernon Ave & 107th St,41.70012137923887,-87.61225998401642,35,0.0010636891474835395
Spaulding Ave & 16th St,41.859073200000005,-87.7078929,35,0.0010636891474835395
Stony Island Ave & 82nd St,41.746559,-87.58600500000001,35,0.0010636891474835395
Elizabeth St & 47th St,41.80839,-87.65652600000001,34,0.0010332980289840096
Western Ave & 79th St,41.750842999999996,-87.68270100000001,34,0.0010332980289840096
Albany Ave & Douglas Blvd,41.8630314380875,-87.7031740544993,34,0.0010332980289840096
Public Rack - Prairie Ave & Garfield Blvd N,41.794808749999994,-87.61890696000002,34,0.0010332980289840096
Kenton Ave & Madison St,41.88042,-87.74107999999998,34,0.0010332980289840096
Public Rack - Natoma Ave & 61st St,41.780936,-87.787643,34,0.0010332980289840096
Public Rack - Greenwood Ave & Lake Park Ave,41.81737199999999,-87.59957599999998,33,0.00100290691048448
Jeffery Blvd & 76th St,41.75712006802001,-87.57583935870001,33,0.00100290691048448
La Villita Park,41.83925,-87.70201999999999,33,0.00100290691048448
Public Rack - Milwaukee Ave & School St,41.94064799999999,-87.726087,33,0.00100290691048448
Commercial Ave & 90th St,41.73183687272728,-87.5521616090909,33,0.00100290691048448
Orange Ave & Addison St,41.94485,-87.82423,33,0.00100290691048448
Hubbard St Depot Public Rack,41.889777200000005,-87.68035099999999,33,0.00100290691048448
Woodlawn Ave & 75th St,41.75916,-87.59578286666667,33,0.00100290691048448
Halsted St & 59th St,41.787539,-87.64487399999999,32,0.0009725157919849504
Public Rack - Western Blvd & 49th St,41.80478,-87.683749,32,0.0009725157919849504
Halsted St & 78th St,41.752487012490135,-87.6439021574879,31,0.0009421246734854206
Public Rack - Penn Elementary School / KIPP Ascend Middle School,41.8586742,-87.72238349999999,31,0.0009421246734854206
Damen Ave & 33rd St,41.83410800000001,-87.67558999999999,31,0.0009421246734854206
Ellis Ave & 83rd St,41.744122999999995,-87.599034,31,0.0009421246734854206
Michigan Ave & 105th St,41.70346,-87.62037,31,0.0009421246734854206
Damen Ave & 87th St,41.736044,-87.672861,31,0.0009421246734854206
Public Rack - Western Ave & Chicago Ave,41.89582300000001,-87.68713000000001,31,0.0009421246734854206
Central Park Ave & Douglas Blvd,41.86235,-87.71587,31,0.0009421246734854206
Public Rack - Christiana & Lincoln,41.99346,-87.712734,30,0.0009117335549858909
Hale Ave & 107th St,41.69920616812767,-87.66891896724701,30,0.0009117335549858909
Parkside Ave & Armitage Ave,41.916907,-87.76717299999999,30,0.0009117335549858909
Public Rack - Sheffield Ave & Dickens Ave,41.91999262000001,-87.65357154000002,30,0.0009117335549858909
Public Rack - Winona St & Elston Ave,41.9743427,-87.7503874,30,0.0009117335549858909
Michigan Ave & 71st St,41.76528600000001,-87.621748,30,0.0009117335549858909
Spaulding Ave & 63rd,41.7791655,-87.70563919999998,30,0.0009117335549858909
Long Ave & Belden Ave,41.9227143125,-87.7609525,30,0.0009117335549858909
Racine Ave & 65th St,41.775393,-87.65430800000001,30,0.0009117335549858909
Pulaski Rd & 84th St,41.74040699999999,-87.72190700000002,30,0.0009117335549858909
Burnham Greenway & 105th St,41.70457508720709,-87.52823173999786,30,0.0009117335549858909
Public Rack - Lockwood Ave & Diversey Ave,41.931540999999996,-87.75904,30,0.0009117335549858909
Public Rack - Clifton Ave & Webster Ave,41.92153608,-87.65719603999999,30,0.0009117335549858909
Pulaski Rd & 75th St,41.757250000000006,-87.72247000000002,30,0.0009117335549858909
Public Rack - St Clair St & Superior St,41.89570279000001,-87.62331576999999,30,0.0009117335549858909
Pershing Rd & Sacramento Ave,41.82237726810119,-87.69975413003768,29,0.0008813424364863613
Oconto Ave & Belmont Ave,41.937830000000005,-87.80787999999998,29,0.0008813424364863613
Mayfield Ave & Roosevelt Rd,41.865689999999994,-87.77176000000001,29,0.0008813424364863613
Public Rack - Maplewood Ave & Chicago Ave,41.892492,-87.691574,29,0.0008813424364863613
Meade Ave & Addison St,41.94595,-87.77887999999999,29,0.0008813424364863613
Public Rack - Houston Ave & 91st St,41.72996400000001,-87.549645,28,0.0008509513179868315
Halsted St & 69th St,41.76906172032,-87.64461357789997,28,0.0008509513179868315
Bradley Park,41.717878301935,-87.56459176540375,28,0.0008509513179868315
Public Rack - Emerald Ave & 45th St,41.812380999999995,-87.64463299999998,28,0.0008509513179868315
Vincennes Ave & 107th St,41.69921999999999,-87.65868999999999,28,0.0008509513179868315
Marmora Ave & Belmont Ave,41.93828391724137,-87.77449119310346,28,0.0008509513179868315
Public Rack - Kostner Ave & North Ave,41.90881600000001,-87.73646300000001,28,0.0008509513179868315
Karlov Ave & Madison St,41.88085,-87.72790699999999,28,0.0008509513179868315
Mason Ave & Grand Ave,41.92043470000001,-87.77439009999999,28,0.0008509513179868315
Kostner Ave & 63rd St,41.77874999999999,-87.73245999999996,27,0.0008205601994873018
Damen Ave & 59th St,41.785861065132,-87.67414391040802,27,0.0008205601994873018
Western Ave & 111th St,41.69121103498103,-87.68129736185074,27,0.0008205601994873018
Public Rack - Kedzie Ave & Chicago Ave,41.89556,-87.70641,26,0.0007901690809877722
Kostner Ave & Lake St,41.885928,-87.73540999999999,26,0.0007901690809877722
Public Rack - Karlov Ave & Kamerling Ave,41.905621,-87.72863600000001,26,0.0007901690809877722
Ashland Ave & 63rd St,41.77937399999999,-87.66484299999999,26,0.0007901690809877722
Rockwell St & 63rd St,41.77879017021277,-87.68858319999998,26,0.0007901690809877722
Halsted St & 73rd St,41.76160543804394,-87.64416097666071,25,0.0007597779624882424
Racine Ave & Garfield Blvd,41.79422799999999,-87.65507299999999,25,0.0007597779624882424
Springfield Ave & 47th St,41.80807078,-87.72122412000002,25,0.0007597779624882424
Cottage Grove Ave & 71st St,41.76571903697,-87.60495971299999,25,0.0007597779624882424
Damen Ave & 51st St,41.800908,-87.674684,25,0.0007597779624882424
Public Rack - Sheffield Ave & Belden Ave,41.92335973,-87.65362625999997,25,0.0007597779624882424
Loomis St & 95th St,41.72148,-87.65774000000003,25,0.0007597779624882424
Front Ave & 115th St,41.68577,-87.61248,25,0.0007597779624882424
Racine Ave & 115th St,41.68476,-87.65195999999999,25,0.0007597779624882424
Public Rack - Marquette Rd & 67th St,41.773095000000005,-87.612886,24,0.0007293868439887127
Halsted St & 56th St,41.79292964598999,-87.64499005649999,24,0.0007293868439887127
Public Rack - DuSable Lake Shore Dr & Ontario St,41.89434697000001,-87.61569137,24,0.0007293868439887127
Central Ave & Harrison St,41.872992999999994,-87.764499,24,0.0007293868439887127
Public Rack - Monticello & Lawrence,41.968213999999996,-87.71954099999999,24,0.0007293868439887127
Meade Ave & Diversey Ave,41.93086,-87.77844999999999,24,0.0007293868439887127
Public Rack - Garfield Park Conservatory,41.886579999999995,-87.71664600000003,24,0.0007293868439887127
Public Rack - Hiawatha & Mendota,42.00699,-87.77800699999999,24,0.0007293868439887127
Cicero Ave & Flournoy St,41.87213100000002,-87.74661899999997,24,0.0007293868439887127
Public Rack - Fullerton Ave & Narragansett Ave,41.923739,-87.78583499999999,24,0.0007293868439887127
Public Rack - Wabash Ave & Balbo Dr,41.87318755999999,-87.62619832000001,23,0.000698995725489183
Pulaski Rd & 68th St,41.76949485454544,-87.72284200000001,23,0.000698995725489183
Narragansett Ave & School St,41.94012580645162,-87.7864804354839,23,0.000698995725489183
Public Rack - Pulaski & Rosemont,41.99519099999999,-87.72898899999998,23,0.000698995725489183
Burley Ave & 85th St,41.74117,-87.54517999999999,23,0.000698995725489183
Lake/Morgan Corral,41.8854978,-87.65231570000002,23,0.000698995725489183
Yates Blvd & 93rd St,41.726166390245105,-87.5662761926651,23,0.000698995725489183
Public Rack - Pulaski & Ardmore,41.985797000000005,-87.72833599999998,23,0.000698995725489183
Cicero Ave & Lake St,41.886841,-87.74526100000001,23,0.000698995725489183
Public Rack - St Louis & Lincoln,41.995652,-87.71632799999999,22,0.0006686046069896534
Public Rack - 532 E 43rd St,41.81684700000002,-87.613294,22,0.0006686046069896534
Burley Ave & 91st St,41.730540000000005,-87.54557999999999,22,0.0006686046069896534
Public Rack - Komensky Ave & 59th St,41.78611570864199,-87.72361537283952,22,0.0006686046069896534
Oak Park Ave & Wellington Ave,41.93459000000001,-87.79585999999999,22,0.0006686046069896534
South Chicago Ave & 83rd St,41.743921,-87.57522500000002,21,0.0006382134884901237
Loomis Blvd & 84th St,41.74148652861805,-87.65841007232666,21,0.0006382134884901237
Public Rack - California Ave & Ogden Ave,41.8608706,-87.69568100000001,21,0.0006382134884901237
Halsted St & 83rd St,41.743069999999996,-87.64370000000002,21,0.0006382134884901237
Western Ave & 101st St,41.71010999999999,-87.68198,21,0.0006382134884901237
Public Rack - Neenah & Dakin,41.951707999999996,-87.790746,21,0.0006382134884901237
Martin Luther King Dr & 111th St,41.69263895647179,-87.61367386484746,21,0.0006382134884901237
Stewart Ave & 63rd St,41.779835000000006,-87.63477400000002,21,0.0006382134884901237
Western Ave & 104th St,41.70458710218909,-87.68120348453522,21,0.0006382134884901237
Addison Red Line Corral,41.947197599999996,-87.65395140000003,20,0.0006078223699905939
Lawndale Ave & 111th St,41.69131919221066,-87.71288573741913,20,0.0006078223699905939
Public Rack - Trebes Park,41.92238502000001,-87.65825217000001,20,0.0006078223699905939
Mason Ave & Belmont Ave,41.938368200000006,-87.77250289999999,20,0.0006078223699905939
Public Rack - Lowell Ave & Elston Ave,41.96614,-87.73700000000001,20,0.0006078223699905939
Public Rack - Milwaukee Ave & Addison St,41.946509999999996,-87.735721,20,0.0006078223699905939
Lasalle St & Washington St,41.883235099999986,-87.6321117,20,0.0006078223699905939
New England Ave & North Ave,41.90929,-87.79715000000002,20,0.0006078223699905939
Damen Ave & 74th St,41.75927403933124,-87.67363429069519,19,0.0005774312514910643
Public Rack - Olmstead Ave & Oliphant Ave,42.002311199999994,-87.8170946,19,0.0005774312514910643
Knox Ave & Marquette Ave,41.77114000000001,-87.73774000000002,19,0.0005774312514910643
Public Rack - Kimball Ave & Carmen Ave,41.973896,-87.71329699999998,19,0.0005774312514910643
Public Rack - Sacramento Ave & Devon Ave,41.997575,-87.70464899999999,19,0.0005774312514910643
Kenneth Ave & 50th St,41.8023131027027,-87.7344078675676,19,0.0005774312514910643
Kostner Ave & Adams St,41.87791700000001,-87.73573699999999,18,0.0005470401329915346
Public Rack - Loomis St & Eleanor St,41.84450288000001,-87.66012478000003,18,0.0005470401329915346
East End Ave & 87th St,41.736815214406704,-87.58280128240585,18,0.0005470401329915346
Public Rack - Loomis Blvd & 47th St,41.808746,-87.66026,18,0.0005470401329915346
Public Rack - Mozart Elementary School,41.921325,-87.722375,18,0.0005470401329915346
Public Rack - Cicero Ave & North Ave,41.909329,-87.74583800000003,18,0.0005470401329915346
Vincennes Ave & 104th St,41.70492556499765,-87.65686810958869,18,0.0005470401329915346
Mango Ave & Diversey Ave,41.93096250000001,-87.7698856,18,0.0005470401329915346
Tripp Ave & 31st St,41.836966,-87.730502,18,0.0005470401329915346
Kedzie Ave & 73rd St,41.760702999999985,-87.70229199999999,18,0.0005470401329915346
Public Rack - Lotus Ave & Lawrence Ave,41.96765350000001,-87.76362980000003,18,0.0005470401329915346
Stony Island Ave & 90th St,41.731394943302355,-87.58574366569519,17,0.0005166490144920048
Homan Ave & Arthington Ave,41.86963,-87.71054999999998,17,0.0005166490144920048
Oketo Ave & Addison St,41.94496000000001,-87.81188999999998,17,0.0005166490144920048
Greenwood Ave & 79th St,41.751290000000004,-87.59760000000001,17,0.0005166490144920048
Mango Ave & North Ave,41.90958,-87.7691175,17,0.0005166490144920048
Public Rack - California Ave & Devon Ave - NE,41.99826,-87.69948100000002,17,0.0005166490144920048
Public Rack - Milwaukee Ave & Culyer Ave,41.954680100000004,-87.74942349999999,16,0.0004862578959924752
Monitor Ave & Division St,41.90192,-87.77178000000002,16,0.0004862578959924752
Harding Ave & 31st St,41.83672000000001,-87.72303,16,0.0004862578959924752
Racine Ave & 57th St,41.78969688048337,-87.65469789505005,16,0.0004862578959924752
St Louis Ave & Norman Bobbins Pl,41.794390000000014,-87.71131999999999,16,0.0004862578959924752
Public Rack - Komensky Ave & 63rd St,41.77882,-87.723599,16,0.0004862578959924752
Public Rack - Laramie Ave & Belmont Ave,41.9386855,-87.75563,16,0.0004862578959924752
Kedzie Ave & 38th Pl,41.8235109,-87.7041017,16,0.0004862578959924752
Public Rack - Parkside & 63rd,41.778132000000014,-87.76303600000003,16,0.0004862578959924752
Marshfield Ave & 59th St,41.786833,-87.66621499999998,16,0.0004862578959924752
Public Rack - Northwest Hwy & Neva Ave,41.9958546,-87.8050971,16,0.0004862578959924752
Western Ave & 81st St,41.74642600000001,-87.68312300000001,16,0.0004862578959924752
Doty Ave & 111th St,41.69501044938142,-87.59871482849121,16,0.0004862578959924752
Lamon Ave & 47th St,41.80781,-87.74569,16,0.0004862578959924752
Damen Ave & 81st St,41.746533999999976,-87.673055,16,0.0004862578959924752
Public Rack - Pulaski Rd & Fullerton Ave,41.924618,-87.727398,16,0.0004862578959924752
Public Rack - Champlain Ave & 65th St,41.775904,-87.609301,16,0.0004862578959924752
Public Rack - Homan Ave & Lake St,41.88474000000001,-87.711357,15,0.00045586677749294543
Public Rack - Melvina Ave & Montrose Ave,41.9588498,-87.7819167,15,0.00045586677749294543
Sacramento Ave & 51st St,41.80068,-87.69894999999998,15,0.00045586677749294543
Lake/Aberdeen Corral,41.8856975,-87.65453649999998,15,0.00045586677749294543
Kildare Ave & 47th St,41.80761999999999,-87.73084,15,0.00045586677749294543
Public Rack - Rockwell Ave & Touhy Ave ,42.01234399999999,-87.69538300000002,15,0.00045586677749294543
St. Louis & 71st St,41.764354,-87.710121,15,0.00045586677749294543
Clyde Ave & 87th St,41.737151464310536,-87.57274031639099,15,0.00045586677749294543
